,senator,party,position,ethnicity,gender,centroid,happiness_cs,anger_cs,disgust_cs,surprise_cs,sadness_cs,fear_cs,general_cs
64,Lemos Uribe Juan Felipe,Partido de la U,independent,0,1,"[-8.25956315e-02  4.27667290e-01  4.97016311e-02 -3.02447528e-01
  2.31331229e-01 -3.27758819e-01  7.83508494e-02  1.71125993e-01
  8.10104609e-03 -3.37657854e-02  1.95821360e-01 -1.75896332e-01
  1.21966362e-01 -1.97872579e-01  3.26914340e-01  8.02900121e-02
 -1.28241852e-01  8.32254663e-02  3.33826810e-01 -3.75860065e-01
 -2.24884748e-01  2.03705236e-01  1.84201851e-01  2.77412176e-01
 -6.42311499e-02 -1.25345156e-01 -1.96605280e-01 -4.32948351e-01
  1.75238684e-01  1.82036057e-01 -7.33685493e-02 -2.64940411e-01
  1.44114017e-01  1.47695437e-01  9.33151320e-03  4.29288477e-01
  4.27098483e-01 -2.03072891e-01  2.28785589e-01 -3.16780180e-01
  1.55556604e-01  1.17422409e-01 -1.48885205e-01  1.25958085e-01
 -1.79730989e-02 -5.26642911e-02 -3.38380605e-01  1.16996534e-01
  2.97905117e-01 -3.86820361e-02 -2.49918818e-01  9.27771032e-02
 -4.24654484e-01 -2.52942652e-01  1.39111280e-01  1.82379290e-01
 -1.32976407e-02 -5.42963147e-02  3.57452661e-01  3.93443257e-01
 -1.28008425e-03  1.33450493e-01 -1.00747151e-02 -5.55462301e-01
 -5.80961943e-01  5.04522212e-02 -5.13491809e-01 -2.30870962e-01
  1.05173588e-01  5.35081141e-02 -4.53847228e-03 -1.17278494e-01
 -7.48856440e-02  6.70714438e-01 -6.00028746e-02 -8.52668583e-02
 -1.60681486e-01 -5.03634751e-01 -5.54687202e-01 -1.96378633e-01
  4.58660387e-02 -1.76003635e-01 -2.41768718e-01  4.56916481e-01
 -1.69697776e-01  8.02802145e-01  7.08381354e-04 -2.83667501e-02
  9.17144537e-01 -2.53882289e-01  3.83661836e-01  2.16086283e-02
  1.02541514e-01  8.91948864e-03 -5.90364896e-02  1.88499559e-02
  5.38108289e-01 -6.18535817e-01  1.47752717e-01 -7.28556633e-01]",0.6604817,0.5714615,0.5891497,0.55962175,0.6069411,0.6174824,0.6262274
66,Lobo Silva Sandra Ramírez ,Comunes,government,0,0,"[ 0.03883866  0.15598467 -0.05479339 -0.08136956  0.12075868 -0.16560492
  0.00372042  0.1894348   0.13780998 -0.0182689   0.06840052 -0.04168209
  0.02023959 -0.05251674  0.09975284 -0.00771678  0.08274513 -0.06550099
  0.12478385 -0.11858151 -0.05519233  0.11727551  0.07303857  0.13181238
  0.00882172 -0.09943365 -0.03392894 -0.11094984  0.05831519  0.04386054
  0.02885734 -0.05798145  0.07288886  0.0636588  -0.13308784  0.15730712
  0.18193921 -0.03757126  0.05438977 -0.22503361 -0.05890143  0.09453873
 -0.08398341 -0.12150649 -0.04642656 -0.01390243 -0.16971996 -0.02511065
  0.08035541  0.0607657  -0.23325302  0.05183228 -0.19528684 -0.00362117
  0.14830577 -0.04096445  0.06043088 -0.01073131  0.09646523  0.06919326
 -0.0840679  -0.01006127  0.0050827  -0.21949643 -0.25552836  0.04742314
 -0.19303648 -0.213692    0.09221572  0.05691141  0.01593137 -0.04999589
 -0.07160651  0.22294185 -0.07399524  0.00068525 -0.05156787 -0.13992317
 -0.32437006  0.01478452  0.17423172  0.02205015 -0.08491496  0.16424179
 -0.04858044  0.09455407 -0.09264505  0.102672    0.2174784   0.02215784
  0.11015812  0.02872312 -0.00248002 -0.02052583  0.06742384 -0.03371939
  0.15214261 -0.22859631  0.02262048 -0.15066801]",0.92604816,0.89064467,0.9100534,0.8933871,0.91348225,0.91935086,0.91981894
67,López Maya Alexánder,Polo Democrático Alternativo,government,0,1,"[ 0.25625017 -0.03131132  0.15376861 -0.28440806 -0.02805037 -0.5601298
  0.12999977  0.18876268  0.02711591 -0.21848874  0.44219777 -0.13838603
 -0.0597226  -0.12982844  0.37046552  0.15877022  0.06955131 -0.02616951
  0.436272   -0.26244915  0.04057644  0.18666637  0.04936067  0.40512124
 -0.1576372  -0.30895147  0.11114814 -0.05967373  0.07066249  0.06949662
 -0.06886248 -0.29768917  0.1318894   0.19635932 -0.4292241   0.32886443
  0.11064716 -0.2295448   0.12155354 -0.19428192  0.15095924  0.22052999
 -0.01381376  0.09797224  0.02353295  0.15417735 -0.38955173  0.07073202
 -0.00627261  0.35817274 -0.5665513   0.3247564  -0.6165467  -0.30459937
  0.34331158 -0.11937436  0.05631088  0.17897414  0.4148378   0.59183496
 -0.22116835  0.06580248 -0.1335367  -0.23293687 -0.5972275   0.0750418
 -0.2899933  -0.26877436  0.4190469  -0.09710526  0.32101998 -0.04555036
  0.04882858  0.5291084  -0.13384637 -0.11248946  0.02369804 -0.3407974
 -0.36908635 -0.43768862  0.21966843  0.04864295 -0.35542178  0.34542918
  0.01853081  0.49758995 -0.00979508 -0.00782315  0.8361848   0.01896833
  0.06436308 -0.14490774  0.05397743  0.1304323  -0.31605053  0.15399243
  0.3339294  -0.5820005   0.05256902 -0.6203075 ]",0.58736145,0.49472964,0.5218308,0.49216732,0.52646327,0.5477153,0.5487844
68,López Obregón Clara Eugenia ,Pacto Histórico,government,0,0,"[ 0.09670234  0.04987331 -0.04229601 -0.1364518   0.0601292  -0.3816043
  0.04911651  0.19317713  0.12675513 -0.09014639  0.21750787 -0.11517854
 -0.05366674 -0.02466452  0.19802248  0.13309713  0.05555999 -0.12040642
  0.2831866  -0.19656488  0.00503077  0.17815639  0.07275429  0.28965354
 -0.02689789 -0.14742213  0.03495655  0.00717842  0.03919031  0.13346156
  0.08354841 -0.18320468  0.14120433  0.14377679 -0.35530126  0.18125305
  0.13432443 -0.12019302  0.04735139 -0.2092647   0.01725755  0.21234354
 -0.04877503 -0.08015394 -0.06378914  0.08990078 -0.22977066  0.01156904
  0.03149022  0.28402495 -0.43984574  0.17584085 -0.40791798 -0.07723354
  0.2757584  -0.11488697  0.08277843 -0.03566366  0.24124974  0.25749004
 -0.19840026  0.01782471 -0.04130191 -0.15315086 -0.50121784  0.06756837
 -0.18643013 -0.28242308  0.27029502  0.07069998  0.2095271  -0.00700843
 -0.01160375  0.29143178 -0.15848823 -0.04415648 -0.02427348 -0.1769802
 -0.32525897 -0.21200386  0.24867009 -0.00448002 -0.23734544  0.28691337
  0.00399772  0.17281322 -0.1305614   0.08623005  0.43867388  0.02239099
  0.0785252  -0.03764626  0.04362792  0.06800941 -0.10271519  0.04859715
  0.20978548 -0.39467353  0.04009761 -0.36224958]",0.7744317,0.715773,0.73991525,0.72189033,0.74053967,0.7550427,0.7522039
69,Lozano Correa Angelica Listbeth,Alianza Social Independiente,opposition,0,0,"[ 0.21049863  0.02591265  0.06715559 -0.16914451  0.08143239 -0.28988796
  0.24639307  0.31780198 -0.16755201 -0.15948136  0.31924298 -0.04733822
  0.07525925 -0.1062361   0.31940013  0.03892481  0.1436128  -0.04585917
  0.16449505 -0.2983857   0.03581192  0.25800186  0.09650692  0.21894538
 -0.02722471 -0.36854905 -0.06878522 -0.14585699 -0.00906173 -0.02738954
 -0.23192605 -0.28119528  0.08045836  0.08693385 -0.2452741   0.30161047
  0.19037323 -0.06132716  0.13152406 -0.19831158 -0.00630686  0.11312799
 -0.04298011  0.03368144  0.0846978   0.13000053 -0.37689948  0.09364348
  0.06733761  0.14439282 -0.39092985  0.21433353 -0.4845196  -0.211
  0.36104548 -0.02461069  0.1047872   0.20151833  0.25700375  0.4698765
 -0.19229364 -0.12621878 -0.09210484 -0.39237386 -0.36194974  0.05970225
 -0.3422018  -0.10477261  0.26650298 -0.05729575  0.22264071 -0.00593005
 -0.10125476  0.36083418  0.04027528 -0.14425573 -0.00559517 -0.23681462
 -0.4070487  -0.18607149  0.17423795  0.07535908 -0.22999156  0.33644098
 -0.10895828  0.39764518  0.04068177  0.02666016  0.609763    0.11530632
  0.09526065 -0.09634168 -0.00390046  0.03377988 -0.01237478  0.07588918
  0.15628362 -0.47600162  0.07006134 -0.43352234]",0.6559025,0.52150476,0.5750358,0.5366545,0.5736102,0.60324335,0.6158732
70,Luna Sánchez David,Cambio Radical,opposition,0,1,"[ 0.15213664  0.03983136 -0.04960594 -0.18733226  0.0815854  -0.47134563
  0.09254661  0.3646125   0.05074831 -0.22390904  0.11625292 -0.24350876
  0.08243752 -0.4448531   0.4556779   0.07400384  0.1155431  -0.1903745
  0.5737869  -0.16292597  0.00600364  0.25353506 -0.03007849  0.46321917
 -0.27474806 -0.17347312  0.01330351 -0.05438668  0.21266085  0.01490701
  0.13694619 -0.32488808 -0.13225837  0.25850558 -0.41615406  0.44592145
 -0.05394183 -0.03328539  0.09897286 -0.08844063  0.08201509  0.05595772
 -0.1698788   0.13906018 -0.10926411  0.07584266 -0.21483962 -0.0849329
 -0.09198501  0.1556121  -0.28092825  0.21780033 -0.56085277 -0.30733225
  0.22805907 -0.06597058  0.01225171  0.24569543  0.4265319   0.4542738
 -0.0985314  -0.21039768 -0.11778221 -0.24752678 -0.4904121   0.09193989
 -0.2959862  -0.26485196  0.27310762  0.06139931  0.2148074  -0.19795717
  0.07193166  0.623148   -0.2702119  -0.08341289 -0.16254945 -0.29815647
 -0.34718892 -0.11696846  0.12113485 -0.12888847 -0.504496    0.3178893
  0.14482264  0.30208156 -0.11633939  0.1666485   0.92568326  0.10753558
  0.19820262 -0.12028708 -0.0804329   0.07602897 -0.24161913 -0.06468502
  0.59094524 -0.47577807  0.0554608  -0.731946  ]",0.6123896,0.5647902,0.5544082,0.53398454,0.5748775,0.5802973,0.5715505
71,Marín Lozano José Alfredo,Partido Conservador,independent,0,1,"[ 2.09164023e-01  2.11603045e-01  1.02639332e-01 -2.17830077e-01
  2.50698298e-01 -2.89332420e-01  1.85756296e-01  2.87933230e-01
 -1.43028870e-01 -1.56572506e-01  3.60451162e-01  8.36636685e-03
  8.73361528e-02 -5.41185215e-02  2.98416138e-01 -5.99169396e-02
  9.97865386e-03 -1.45826563e-02  2.76408106e-01 -3.40698749e-01
 -1.12574756e-01  1.76945359e-01  2.42872357e-01  2.65428632e-01
  1.10937089e-01 -4.61010396e-01 -4.26621065e-02 -3.43959242e-01
 -1.23672560e-02  6.34910688e-02 -2.12061480e-01 -2.97284603e-01
  1.30997337e-02  7.23663419e-02 -1.93258211e-01  4.36817378e-01
  3.21573079e-01 -1.53189436e-01  1.60788864e-01 -3.54076564e-01
 -5.99657670e-02  8.05604309e-02 -9.40641835e-02 -2.95932516e-02
  9.33806896e-02  2.26439591e-02 -4.64725792e-01  1.74349934e-01
  1.81691557e-01  3.97152863e-02 -4.39301789e-01  2.12889776e-01
 -5.55837214e-01 -2.85448015e-01  2.30726510e-01  9.61206108e-03
 -5.09784780e-02  1.82201430e-01  1.87896132e-01  6.15008414e-01
 -2.43780345e-01  6.77820854e-03  2.61988118e-03 -4.40742195e-01
 -4.71632302e-01  4.41757217e-02 -4.31063443e-01 -2.95435369e-01
  3.03440541e-01 -1.27347484e-01  1.50982499e-01 -8.93431902e-02
 -1.79997832e-01  5.80313802e-01  2.54537072e-02 -2.15582430e-01
 -1.68464780e-01 -4.00750279e-01 -5.82209408e-01 -2.77783692e-01
  1.95567608e-01 -8.64304602e-05 -1.47160724e-01  4.71731305e-01
 -1.55963212e-01  7.01458275e-01  1.63775176e-01 -1.20819993e-02
  8.66701543e-01  6.28782362e-02  2.49907851e-01 -7.65529275e-02
  1.32730708e-01 -1.04565330e-01 -8.95823389e-02  1.56421021e-01
  1.80005029e-01 -6.69386208e-01  9.80291441e-02 -5.37753880e-01]",0.6741607,0.5561207,0.5988445,0.5607056,0.6048195,0.62739605,0.6404408
72,Meisel Vergara Carlos Manuel,Centro Democrático,opposition,0,1,"[ 0.20329104  0.3166429   0.05547981 -0.21056674  0.3321416  -0.24485128
  0.05657489  0.3122551   0.06170352 -0.2559657   0.40234256 -0.2644992
  0.05468271 -0.14675008  0.31051746  0.12698366  0.0373028  -0.01330148
  0.21795307 -0.46303    -0.30188218 -0.04340517  0.15477318  0.24065523
 -0.04598498 -0.39533234 -0.10293435 -0.5534025   0.05337311 -0.03544516
 -0.00775339 -0.3206317   0.19572502  0.0377094  -0.3240918   0.47091624
  0.44267106 -0.10340657  0.15676108 -0.3003858  -0.02514686  0.09227619
 -0.06185069 -0.06187658  0.09528158 -0.06747871 -0.47348428  0.1851685
  0.1569003   0.0046102  -0.38185143  0.12951219 -0.43588066 -0.18237717
  0.11632844  0.0579312  -0.12888092  0.02158971  0.24332762  0.42162356
 -0.29496977  0.00449126  0.00649516 -0.42422977 -0.6453549   0.09031441
 -0.4954588  -0.2582383   0.27436683 -0.14127766  0.00865521 -0.20911784
 -0.03806373  0.6799758  -0.0383047  -0.3063664  -0.32202205 -0.42021167
 -0.611905   -0.26971504  0.20075195 -0.05233744 -0.19414623  0.59642
 -0.13636592  0.81895036  0.17684917  0.11484299  0.95992947 -0.08055586
  0.24651289 -0.06691252  0.11115084 -0.16859217 -0.0204523   0.06734537
  0.07365707 -0.47887066  0.00742868 -0.61303735]",0.6833903,0.5801973,0.613028,0.5792867,0.6246228,0.643383,0.65361154
73,Merheg Marun Juan Samy,Partido Conservador,independent,0,1,"[-0.33230805  0.34674224  0.2917031   0.07935718  0.17001696 -0.5875014
 -0.03249154  0.17650287 -0.05777548 -0.0223657   0.20121136 -0.20760684
  0.16496918 -0.13966241  0.39387107  0.01795342 -0.0356786   0.24573655
  0.4099933  -0.40403482 -0.45859873  0.14305839  0.25979036 -0.0746735
 -0.3339495  -0.15385132 -0.5653754  -0.24784762  0.14420252  0.10182544
 -0.037283   -0.37694523  0.5737976   0.5810955   0.02429046  0.6630434
  0.82184213 -0.19341107  0.1280573  -0.36785972  0.26914978  0.20211972
 -0.13328262  0.04591194  0.00855304  0.28428674 -0.54086506  0.09958993
  0.5128236  -0.06597225 -0.1448276   0.31312692 -0.170775   -0.44745538
  0.15886483  0.15531385  0.0269699  -0.24731106  0.33266237  0.5255099
 -0.0939126   0.39972898 -0.00732686 -0.68749326 -0.52907926 -0.03397653
 -0.6705426   0.07426631 -0.01432042  0.1636933  -0.22340506 -0.33403045
 -0.16460669  0.829599    0.24388869 -0.25428534  0.02590825 -0.53612334
 -0.400429   -0.29374108 -0.0404239   0.05178135 -0.25106502  0.7103983
 -0.47085792  1.1665264   0.11232779 -0.0095825   0.81406766 -0.45962894
  0.52188706 -0.03532033  0.40596405 -0.03625678  0.16973194  0.24706958
  0.28012043 -0.40898302  0.22207955 -0.64196664]",0.53616995,0.4341222,0.46331716,0.43878576,0.4792843,0.4970249,0.5110216
74,Moreno Hurtado Gustavo Adolfo,Alianza Social Independiente,opposition,0,1,"[ 0.16522908  0.29116789 -0.06983498 -0.30242306  0.40745133 -0.21988502
  0.10152803  0.33279178  0.08310074 -0.18933794  0.04169806 -0.04578564
  0.0701336  -0.2353442   0.281827   -0.0928068   0.04782341  0.02211845
  0.38373625 -0.27330127 -0.15406208  0.19601046  0.19120339  0.32193482
 -0.02391373 -0.2755793  -0.06924725 -0.36731803  0.06884991  0.03649169
 -0.04562886 -0.04886553  0.03224437  0.18087766 -0.09355856  0.35472536
  0.16983521 -0.09017974  0.12179941 -0.31001174  0.05398455  0.12011247
 -0.05332135 -0.02782729  0.04258642 -0.00548344 -0.3200594   0.04839306
  0.15614872  0.0150324  -0.3588066   0.07170461 -0.3588764  -0.3243428
  0.17561528  0.00784968 -0.08753286  0.11446577  0.288124    0.2984828
 -0.07020089  0.0092867  -0.02836278 -0.47307947 -0.4681549   0.05777282
 -0.40063018 -0.29639262  0.2548138  -0.10219206  0.08295505 -0.27571335
 -0.10202939  0.5801352  -0.20470384  0.05211944 -0.10364386 -0.42533818
 -0.5906664  -0.03964482  0.2137645   0.02742368 -0.32020164  0.38708508
 -0.0325699   0.39898717  0.07904863  0.17279702  0.67566955 -0.07130533
  0.13152197 -0.09682304  0.05753506 -0.09092741 -0.05433186 -0.01188784
  0.45264113 -0.5428265   0.07594513 -0.53463817]",0.7330029,0.6724696,0.6748083,0.64790666,0.6950018,0.7001759,0.7015183
75,Motoa Solarte Carlos Fernando,Cambio Radical,opposition,0,1,"[ 3.3344743e-01  2.1758257e-01  1.7123182e-01 -3.0814853e-01
  1.5594763e-01 -3.2600382e-01  1.3633023e-01  2.4731228e-01
  1.2950449e-01 -4.9526051e-01  6.5018100e-01 -1.4160781e-01
 -3.1079231e-02 -2.9226843e-01  2.4481615e-01  3.4690958e-01
  1.2616347e-01 -9.5966153e-02  2.0771457e-01 -2.9783022e-01
  5.9637718e-02 -5.4821387e-02 -6.5210544e-02  5.5413252e-01
 -2.2840098e-01 -3.9214632e-01  3.2660410e-02 -4.8002315e-01
  1.8037552e-01 -7.6514900e-02 -7.2665744e-02 -3.5174000e-01
  2.9337615e-01 -1.9830376e-01 -2.1108450e-01  3.9767534e-01
  3.4755319e-01 -2.6172453e-01  1.9481662e-01 -9.8900512e-02
 -6.6282526e-03  2.7028126e-01 -2.2078067e-01 -1.9568002e-01
  2.8321613e-02 -6.7263119e-02 -5.0078410e-01  2.4815792e-01
 -1.4205059e-01  5.3389799e-02 -4.1462073e-01  2.2922066e-01
 -5.6578124e-01 -6.5974467e-02  2.3882641e-01  5.7114564e-02
 -1.8564859e-01 -9.1674164e-02  6.1697984e-01  2.0539269e-01
 -4.9000973e-01 -2.2966921e-02 -2.7761722e-01 -4.2332375e-01
 -8.1514359e-01  3.7958208e-01 -2.6653945e-01 -2.5805116e-01
  3.2284135e-01 -2.3519708e-01  9.9581718e-02 -1.5054794e-01
  1.1647901e-01  5.7387388e-01  7.1794927e-02 -1.2084930e-01
 -2.5920403e-01 -3.1323686e-01 -5.4273516e-01 -2.0994231e-01
  2.2129136e-01  1.3712025e-01 -1.6600527e-01  4.2276764e-01
 -7.1805902e-04  6.7053318e-01  1.5059309e-01  9.9885486e-02
  1.0513206e+00 -1.0065004e-01  1.4595059e-01 -2.6747119e-01
 -7.6415606e-02 -7.6029021e-03 -2.8638625e-01  1.0148119e-02
  5.4319210e-02 -4.5871833e-01 -4.0966470e-02 -5.2287006e-01]",0.59137094,0.5028801,0.5308912,0.4988593,0.53558207,0.5537635,0.5566468
76,Name Cardozo José David,Partido de la U,independent,0,1,"[ 0.10507496  0.13563222 -0.03316428 -0.15147316  0.19829795 -0.372381
  0.10013908  0.32212228 -0.18229556 -0.19754922  0.31191233 -0.05163762
  0.07426455 -0.10236876  0.26905793 -0.00477558 -0.00111042 -0.27557856
  0.6337601  -0.19414555 -0.02669256  0.1448986   0.22428107  0.52855587
  0.10211867 -0.2466544   0.04130007 -0.1473977  -0.01085855  0.21064559
 -0.03772697 -0.40648636 -0.22962841  0.01687875 -0.24197721  0.5401746
  0.00859239 -0.08889237  0.18038225 -0.13241455 -0.10667761  0.11432147
 -0.27983296 -0.10938264 -0.06416568  0.04503502 -0.29142055  0.20476569
  0.02868144  0.09613846 -0.3934512   0.22081071 -0.69668984 -0.2729284
  0.2818063  -0.02349029 -0.22026879  0.10083027  0.22632745  0.54456514
 -0.30661407 -0.16847512  0.00307264 -0.2363157  -0.69167185  0.10232324
 -0.17562062 -0.32864824  0.43405688  0.07956798  0.2302033  -0.03645978
 -0.21140914  0.57603335 -0.11175904 -0.17494887 -0.24984494 -0.30197388
 -0.40090787 -0.11492449  0.14759468 -0.07156605 -0.0985988   0.48148215
  0.06748278  0.57426035  0.0063473   0.08932805  1.0653656   0.11010461
  0.37644026 -0.1805014   0.17220302 -0.07696678 -0.34878448  0.19860126
  0.20266695 -0.7619966   0.24537799 -0.6161678 ]",0.6516179,0.5721383,0.5888938,0.5599212,0.60091364,0.61250925,0.6135856
77,Name Vásquez Iván Leonidas,Alianza Social Independiente,opposition,0,1,"[ 0.12362811  0.0893941  -0.12750284 -0.08886941  0.15296902 -0.10940679
  0.18190141  0.17733184  0.12386382 -0.06692539  0.1357114  -0.0215789
  0.11876688 -0.0380777   0.18796018  0.1800509   0.11842489 -0.08619037
  0.2953133  -0.32889885 -0.06354425  0.2229182   0.13270454  0.32512957
 -0.05034077 -0.13433394  0.0416823  -0.2039665  -0.07670565  0.19892935
  0.00483466 -0.24220887 -0.13078237  0.2353565  -0.19427234  0.11660456
  0.13743901  0.05392875  0.27181315 -0.16138835  0.01587759  0.06426816
  0.06461208 -0.06208685  0.09526284  0.19543281 -0.2890914   0.0450095
  0.20904857  0.14263591 -0.3168956   0.10171898 -0.36035118 -0.15761611
  0.3827539   0.05934997 -0.09004591  0.00890882  0.05661443  0.24189189
 -0.11039265 -0.13587183  0.10660833 -0.31869268 -0.5305934  -0.06395145
 -0.29698434 -0.09245458  0.35603473  0.02760891  0.1338487  -0.15131795
 -0.17647015  0.33615696 -0.03970629 -0.1443463  -0.13023168 -0.11620561
 -0.36815578 -0.06155568  0.25532895  0.05743232 -0.11517455  0.4435474
  0.1040473   0.1881071  -0.06254517  0.25936022  0.5045499  -0.06933449
  0.07945622 -0.13655725  0.08469264  0.01940599 -0.11787482 -0.01769032
  0.24504372 -0.4481167   0.111836   -0.40225178]",0.714776,0.6607678,0.6631188,0.64312834,0.67792743,0.6865779,0.681524
78,Padilla Villarraga Andrea,Alianza Verde,government,0,0,"[ 0.13771823  0.23596254  0.15381819 -0.19002111  0.18895034 -0.20389856
  0.12365796  0.31573212 -0.1214214  -0.11673299  0.22209688 -0.07033601
  0.1281715  -0.09866124  0.29857486 -0.09138201  0.13406178 -0.05593253
  0.20390815 -0.32987708 -0.24785343  0.19318052  0.2204355   0.12667766
  0.05852217 -0.29544657 -0.1469621  -0.39732823  0.00981309  0.10522568
 -0.25536016 -0.2843783   0.12670983  0.20439103 -0.09055847  0.3717795
  0.34692094 -0.2126196   0.15812534 -0.44272426  0.16638395  0.03030584
 -0.01355134  0.08768877  0.15315957  0.06156697 -0.2704724   0.04575023
  0.28656784  0.07120804 -0.21952333  0.14004654 -0.3804873  -0.19591562
  0.14891577  0.08591223  0.00292835  0.11446545  0.10627937  0.56264675
 -0.13515832  0.11021706  0.07778578 -0.43215463 -0.3213746  -0.08305863
 -0.529638   -0.17375581  0.22864418 -0.11751556  0.0046257  -0.16943629
 -0.19751358  0.51090443 -0.03965837 -0.23714039 -0.24622019 -0.28866762
 -0.5439356  -0.23608351  0.21066342  0.02530435 -0.26948777  0.4459088
 -0.17054272  0.7033145   0.09843592  0.10765827  0.66434306 -0.05532262
  0.10320889 -0.07827299  0.13549691 -0.17809036  0.00213615  0.04537737
  0.27747944 -0.5547363   0.08203141 -0.531591  ]",0.6618693,0.5407982,0.5801563,0.5441272,0.5918633,0.61157936,0.6263703
79,Peralta Epieyu Martha Isabel ,Movimiento Alternativo Indígena y Social,government,0,0,"[ 0.07307693  0.16513315 -0.04275382 -0.1012198   0.14301816 -0.15919955
  0.01066489  0.16348137  0.1557879  -0.01862523  0.10201105 -0.06672218
  0.01869936 -0.02633529  0.08675331 -0.04807277  0.05882646 -0.04782433
  0.11776498 -0.12361249 -0.09395903  0.10036689  0.05201558  0.0391324
  0.03297384 -0.16441692 -0.01699449 -0.159436    0.02085603  0.02871237
  0.05191824 -0.08441379  0.02512827  0.09892912 -0.20647794  0.16572481
  0.19575636 -0.03896978  0.06620113 -0.25185058 -0.09854125  0.04894646
 -0.06388809 -0.11883552 -0.02592053 -0.021912   -0.23084778  0.01412134
  0.11511573  0.03808247 -0.2306755   0.05361485 -0.19731648 -0.00898372
  0.1048215  -0.02539816  0.03619121  0.02923656  0.06853209  0.14361036
 -0.07924245 -0.01302143  0.00104749 -0.22267568 -0.24741252 -0.00245142
 -0.21822417 -0.25095415  0.10393675  0.02787823  0.03562548 -0.09426338
 -0.08374628  0.23395613 -0.08363079 -0.06693225 -0.08687609 -0.1984178
 -0.35788637 -0.0453755   0.18281859  0.01064076 -0.09568541  0.21857736
 -0.0273108   0.14543693 -0.06920527  0.06276707  0.29486772  0.03926079
  0.11431055  0.01637481  0.03818256 -0.06417651  0.04472662 -0.02055985
  0.14353311 -0.27709907  0.00085215 -0.20176491]",0.87494427,0.8350141,0.8545316,0.8332614,0.85983807,0.868364,0.8699248
80,Pérez Giraldo Claudia María ,Partido Liberal,independent,0,0,"[ 0.260115    0.20502257  0.12826541 -0.2842241   0.3559908  -0.13474613
  0.2060571   0.40572143 -0.14511684 -0.17083238  0.3241542  -0.13039577
  0.12176663 -0.02250844  0.3704961  -0.16586377  0.0961707  -0.12449552
  0.20784798 -0.43992886 -0.13467664  0.1241454   0.33789057  0.1441584
  0.24408676 -0.6031499  -0.00510842 -0.4897287  -0.11277    -0.05092558
 -0.27448055 -0.30508563 -0.0862468  -0.00527265 -0.36651903  0.47343853
  0.26684716 -0.15320688  0.23750785 -0.4740293  -0.09225418  0.00488945
 -0.08120964 -0.06206864  0.16492441 -0.04584863 -0.5173029   0.19090408
  0.22045854  0.12637319 -0.50992817  0.1039229  -0.60176307 -0.17957774
  0.1400215  -0.02662038 -0.15604791  0.33586162  0.07291918  0.5898613
 -0.1780084  -0.02949996  0.01673367 -0.44730854 -0.52521795  0.01926925
 -0.39297485 -0.2887028   0.39405409 -0.15260237  0.15796421  0.03965156
 -0.17665155  0.45933437 -0.1185614  -0.21906525 -0.22694618 -0.39239115
 -0.71936655 -0.22796142  0.3761254  -0.01535921 -0.16637833  0.6596592
 -0.17843321  0.64523727  0.22125211  0.07702909  0.79516745  0.08373594
  0.138786   -0.08667943  0.13483343 -0.17913808 -0.0024277   0.130805
  0.20546    -0.7638812   0.12346078 -0.53057945]",0.6888758,0.5591449,0.61167705,0.5729544,0.6153469,0.639284,0.6560048
81,Pérez Oyuela José Luis,Cambio Radical,opposition,0,1,"[ 0.24314117  0.17166431  0.17273292 -0.18605211  0.28607845 -0.18587619
  0.3716148   0.5013855  -0.5240882  -0.36221093  0.43486118  0.01502955
  0.17546156  0.03963665  0.34617198 -0.21393923  0.10236599 -0.3593462
  0.38523692 -0.42857277  0.05904503  0.21560295  0.5418574   0.56202734
  0.51024985 -0.7014124  -0.12234649 -0.31819806 -0.12942131  0.11682258
 -0.61633813 -0.4910391   0.0102912  -0.3260758  -0.26764274  0.5738447
  0.16726297 -0.3400706   0.16720583 -0.4387093  -0.14166059  0.2432284
 -0.3713778  -0.17261092  0.06257292 -0.02293513 -0.57807094  0.27676573
  0.15121111  0.29461512 -0.6760544   0.1621115  -0.880721   -0.1291284
  0.3301075  -0.13977396 -0.18848959  0.13931862  0.09679132  0.697776
 -0.45660657 -0.03408279  0.03159167 -0.52744555 -0.86009926  0.21675566
 -0.18826318 -0.35044396  0.5334765  -0.11827925  0.2680678   0.29580167
 -0.24513233  0.34375966 -0.03092382 -0.02979227 -0.26108736 -0.23844688
 -0.6960819  -0.26996395  0.34295663  0.12090426 -0.07427809  0.7722944
 -0.3818768   0.83738756  0.15974633  0.09713859  0.9133364   0.1953707
  0.27359504 -0.16265512  0.14458974 -0.08598486 -0.07060622  0.32311675
 -0.11744218 -1.0231564   0.35514307 -0.5243104 ]",0.6552252,0.50719637,0.5780611,0.54025364,0.5726251,0.5996251,0.6209942
